time,command_position,command_velocity,command_torque_or_current,true_motor_position,true_motor_velocity,measured_motor_encoder_position,true_finger_position,true_finger_velocity,measured_output_position,cable_tension,controller_error_position,controller_error_velocity,torque_command,current_command,applied_torque_after_saturation,external_load,temperature,safety_status
1780518715.368574,,,-0.12989952991725245,-3.6282105886649716,-18.0,-3.556609836811272,0.9416328047474243,-2.230702290266752,0.9500490260729259,0.0,,,,,-0.12921603235079135,0.0,28.826444267065142,
1780518715.3690784,,,-0.12853877517167855,-3.664384209171722,-18.0,-3.5909307196474325,0.937164304104421,-2.234250321501676,0.9470097212070457,0.0,-0.9433808069174174,-4.792653463211507,-0.12989952991725245,-1.1809048174295678,-0.1291292280375155,0.0,28.826500993145675,motor velocity clamped
1780518715.3694975,,,0.2515942802149958,-3.049173423263567e-05,-0.015245867116317834,2.4291235923874564e-05,0.0,0.0,-0.0008916592090471139,0.0,-0.9351965097660057,-4.76459065377683,-0.12853877517167855,-1.1685343197425324,-0.017319937322300326,0.0,25.0000044625158,motor velocity clamped
1780518715.3698711,,,0.0,-0.0001212834959034895,-0.04539588083542691,2.4291235923874564e-05,0.0,0.0,-0.0008916592090471139,0.0,0.012704870650087154,0.2653291759287473,0.2515942802149958,2.2872207292272346,-0.03233054966829394,0.0,25.000020011681066,OK
1780518715.370248,,,0.251372681372268,-0.0002999324312790927,-0.08932446768780161,2.4291235923874564e-05,0.0,0.0,-0.0008916592090471139,0.0,0.0,0.0,0.0,0.0,-0.04533974703482174,0.0,25.000050591232466,OK
1780518715.3705983,,,-0.00921783248568184,-0.0005901793415246936,-0.14512345512280042,-0.000370400630353093,0.0,0.0,-0.00046709858608778783,0.0,0.012280310027127829,0.261794244740492,0.251372681372268,2.2852061942933455,-0.05643295078640265,0.0,25.000097964077135,OK
1780518715.3709285,,,0.249787692669131,-0.0010130581650540883,-0.21143941176469738,3.403846281000496e-05,0.0,0.0,-0.00013995377781413125,0.0,-0.0011458580102336228,-0.016454266417047572,-0.00921783248568184,-0.0837984771425622,-0.06604706070443944,0.0,25.000162851621987,OK
1780518715.3712606,,,-0.00922018774284276,-0.0015867163026089127,-0.2868290687774122,0.0014287248680994276,0.0,0.0,0.0011458580102336228,0.0,0.010667353430806418,0.23986532406711894,0.249787692669131,2.2707972060830093,-0.07437928930007132,0.0,25.000245141839887,OK
1780518715.3715901,,,0.24912900829496887,-0.0022141501602246662,-0.3137169288078768,-0.00219775419295722,0.0,0.0,0.0019704577751183156,0.0,0.009842753665921725,0.23047474209912078,0.24912900829496887,2.2648091663178986,-0.03091614669806237,0.0,25.000259348216083,OK
1780518715.3719265,,,-0.008377654849258951,-0.0028115692266555675,-0.2987095332154507,-0.0022708058164881135,0.0,0.0,0.00020642403249982073,0.0,-0.0011458580102336228,-0.016454953931853714,-0.00922018774284276,-0.08381988857129782,0.006722363711315009,0.0,25.000260007499193,OK
1780518715.372195,,,-0.008377654849258951,-0.0033065678933117022,-0.24749933332806726,-0.0015997817097723006,0.0,0.0,0.0004962916231855349,0.0,-0.0011458580102336228,-0.016454953931853714,-0.00922018774284276,-0.08381988857129782,0.03934240606610874,0.0,25.00028301999342,OK
1780518715.3724775,,,-0.008377654849258951,-0.003636606876093677,-0.16501949139098737,-0.0032286436185072613,0.0,0.0,-0.00128810255492441,0.0,-0.0011458580102336228,-0.016454953931853714,-0.00922018774284276,-0.08381988857129782,0.0676131094402633,0.0,25.00035101211203,OK
1780518715.3727496,,,-0.008377654849258951,-0.0038249091690844466,-0.09415114649538478,-0.0034792203683554337,0.0,0.0,-0.0005125650744614053,0.0,-0.0011458580102336228,-0.016454953931853714,-0.00922018774284276,-0.08381988857129782,0.057368983850137285,0.0,25.000399954566006,OK
1780518715.3750646,,,0.25243201050181385,-0.003814869760744107,0.005019704170169961,-0.004827409743992522,0.0,0.0,-0.0006077033068567124,0.0,0.01310131399596445,0.27470501081943977,0.25243201050181385,2.294836459107399,0.08302481169266979,0.0,25.0005024768397,OK
1780518715.3791022,,,0.25103925825721046,-0.003660682212577668,0.07709377408321942,-0.0041770100132134565,0.0,0.0,-0.0015977622054997645,0.0,0.012420914747896753,0.25551123303821005,0.25103925825721046,2.28217507506555,0.07083781615374596,0.0,25.000577099593176,OK
1780518715.3802626,,,0.25103925825721046,-0.003308977451228286,0.17585238067469094,-0.003833852017708236,0.0,0.0,-0.0019079157980368402,0.0,0.012420914747896753,0.25551123303821005,0.25103925825721046,2.28217507506555,0.09505037540015501,0.0,25.000711469357658,OK
1780518715.3813224,,,0.008529572661062556,-0.0027861751074459333,0.2614011718911763,-0.0018316817198727776,0.0,0.0,0.0018222770412786079,0.0,0.012420914747896753,0.25551123303821005,0.25103925825721046,2.28217507506555,0.08343353372593311,0.0,25.000814988149397,OK
1780518715.382949,,,0.252386463658281,-0.0020430895175665943,0.3715427949396696,-0.0023050302936823393,0.0,0.0,-3.0654170920253545e-05,0.0,0.01372112723907688,0.27324443124002884,0.252386463658281,2.2944223968934634,0.10578096366343676,0.0,25.000981404442076,OK
1780518715.384859,,,0.008154734726090504,-0.0011091478064818349,0.46697085554237977,-0.0029253389316197262,0.0,0.0,-0.0004127205325182581,0.0,3.0654170920253545e-05,0.0021242524201822194,0.008154734726090504,0.07413395205536821,0.09281411152978686,0.0,25.001109504353163,OK
1780518715.386814,,,0.25134295079259994,6.240056684306576e-05,0.5857741866624503,-0.00047727958947485364,0.0,0.0,-0.00024300772763843654,0.0,0.011843865611960293,0.25844348652231885,0.25134295079259994,2.284935916296363,0.11409042514691942,0.0,25.001303084623387,OK
1780518715.3888164,,,0.008004049586466506,0.001439507231184602,0.6885533321707682,-0.0005238223500347225,0.0,0.0,0.0014772019461440531,0.0,0.00024300772763843654,0.00016063187267208526,0.008004049586466506,0.07276408714969551,0.09996566642414223,0.0,25.001451677667788,OK
1780518715.3906848,,,0.25122813938998984,0.003066453719991716,0.8134732444035567,0.0010804933251607769,0.0,0.0,0.0016918593149233792,0.0,0.012056219168678477,0.2564797201701721,0.25122813938998984,2.283892176272635,0.12014930433993659,0.0,25.001666353345062,OK
1780518715.3927345,,,0.2506039546925345,0.004909317810121344,0.9214320450648141,0.0009535697991875724,0.0,0.0,-0.0019923130126341345,0.0,-0.0016918593149233792,-0.00904187213814274,-0.008656096059135884,-0.07869178235578077,0.10519660370614058,0.0,25.00183089305034,OK
