time,command_position,command_velocity,command_torque_or_current,true_motor_position,true_motor_velocity,measured_motor_encoder_position,true_finger_position,true_finger_velocity,measured_output_position,cable_tension,controller_error_position,controller_error_velocity,torque_command,current_command,applied_torque_after_saturation,external_load,temperature,safety_status
1780518665.1696491,,,-0.009157950504683572,0.0,0.0,-0.00026108301478385253,0.0,0.0,0.00027207405263964923,0.0,,,,,0.005914478481370566,0.0,25.002949259843703,
1780518665.1699798,,,0.009234893289292619,0.0,0.0,0.0003314871292876514,0.0,0.0,-0.001261587340163807,0.0,-0.00027207405263964923,-0.011873005142249003,-0.009157950504683572,-0.08325409549712338,0.00116848466070052,0.0,25.000000020311088,OK
1780518665.170242,,,0.009083081053235166,0.0,0.0,0.0003314871292876514,0.0,0.0,-0.001261587340163807,0.0,0.001261587340163807,0.02032452136890313,0.009234893289292619,0.08395357535720563,0.0021811713666409706,0.0,25.000000091082928,OK
1780518665.1704862,,,0.00010438602629772164,0.0,0.0,0.0003314871292876514,0.0,0.0,-0.001261587340163807,0.0,0.0017165797923141826,0.018364241133089536,0.009083081053235166,0.0825734641203197,0.0030588331784560277,0.0,25.00000023026539,OK
1780518665.1707497,,,0.00010438602629772164,0.0,0.0,0.001056127272390545,0.0,0.0,-0.0017165797923141826,0.0,3.9677819597258884e-06,0.004936270213501827,0.00010438602629772164,0.0009489638754338331,0.0014299286873707476,0.0,25.00000026067084,OK
1780518665.1709511,,,0.00010438602629772164,0.0,0.0,-0.00039258084723084577,0.0,0.0,-0.0017041912897301364,0.0,3.9677819597258884e-06,0.004936270213501827,0.00010438602629772164,0.0009489638754338331,1.8211461763505002e-05,0.0,25.00000026066274,OK
1780518665.1711338,,,0.00010438602629772164,0.0,0.0,0.00024699098319569347,0.0,0.0,-3.9677819597258884e-06,0.0,3.9677819597258884e-06,0.004936270213501827,0.00010438602629772164,0.0009489638754338331,0.0012471023721007202,0.0,25.000000283785873,OK
1780518665.1713164,,,0.00010438602629772164,0.0,0.0,-0.0007778979917301575,0.0,0.0,0.002752224335618963,0.0,3.9677819597258884e-06,0.004936270213501827,0.00010438602629772164,0.0009489638754338331,0.0023121411610596398,0.0,25.00000036329891,OK
1780518665.1714883,,,0.00010438602629772164,0.0,0.0,0.0007088403279727216,0.0,0.0,-0.0023461555908153154,0.0,3.9677819597258884e-06,0.004936270213501827,0.00010438602629772164,0.0009489638754338331,0.0032149331466830434,0.0,25.000000517036373,OK
1780518665.1727672,,,0.009408166342366703,0.0,0.0,-0.0007010377104539752,0.0,0.0,0.0007562206496787636,0.0,3.9677819597258884e-06,0.004936270213501827,0.00010438602629772164,0.0009489638754338331,0.003997352867556659,0.0,25.000000754712122,OK
